date_time	average_temp	sum_rain_1h	average_clouds_all	sum_traffic_volume	holiday	holiday_dummy	day_of_week
4/24/2017	287.9744	0	46.68	90313	None	0	2
4/25/2017	286.53675	0	86	138165	None	0	3
4/26/2017	277.0965455	0	90	193180	None	0	4
4/27/2017	273.938125	0	90	118444	None	0	5
4/28/2017	278.16375	0	46.41666667	97100	None	0	6
4/29/2017	280.80125	0	36.20833333	76105	None	0	7
4/30/2017	279.7157576	0	80.39393939	88061	None	0	1
5/1/2017	276.3582353	0	90	248731	None	0	2
5/2/2017	280.6027273	0	70.36363636	101603	None	0	3
5/3/2017	285.1891667	0	44.58333333	90227	None	0	4
5/4/2017	286.5558333	0	22.875	92877	None	0	5
5/5/2017	288.5933333	0	11.875	94072	None	0	6
5/6/2017	286.72125	0	7	76976	None	0	7
5/7/2017	286.4066667	0	36.125	65525	None	0	1
5/8/2017	287.2015625	0	51.5625	99502	None	0	2
5/9/2017	287.4971429	0	55.35714286	90130	None	0	3
5/10/2017	288.4442308	0	53.19230769	99942	None	0	4
5/11/2017	286.7420833	0	7.041666667	93906	None	0	5
5/12/2017	288.4141667	0	26.41666667	96014	None	0	6
5/13/2017	292.33625	0	8.5	73821	None	0	7
5/14/2017	293.5666667	0	12.70833333	67090	None	0	1
5/15/2017	290.611	0	39.3	114275	None	0	2
5/16/2017	291.8714286	0	57.21428571	150968	None	0	3
5/17/2017	290.1759649	0	87.45614035	198500	None	0	4
5/18/2017	283.3228571	0	84.21428571	141080	None	0	5
5/19/2017	282.2304167	0	39.08333333	90502	None	0	6
5/20/2017	280.901087	0	89.67391304	143693	None	0	7
5/21/2017	282.4321818	0	90	136587	None	0	1
5/22/2017	285.205	0	47.69230769	86053	None	0	2
5/23/2017	285.24	0	62.51851852	96969	None	0	3
5/24/2017	285.3808333	0	61.45833333	90489	None	0	4
5/25/2017	288.1988462	0	39.19230769	98445	None	0	5
5/26/2017	292.7641667	0	33.08333333	86240	None	0	6
5/27/2017	290.3125	0	24.5	60864	None	0	7
5/28/2017	289.8914815	0	38.74074074	67799	None	0	1
5/29/2017	287.2026923	0	75.26923077	59338	Memorial Day	1	2
5/30/2017	285.796	0	73.08	91177	None	0	3
5/31/2017	289.4016667	0	8.958333333	89218	None	0	4
6/1/2017	290.03	0	8.666666667	90324	None	0	5
6/2/2017	295.1225	0	9.833333333	91226	None	0	6
6/3/2017	299.0279167	0	20.29166667	70613	None	0	7
6/4/2017	296.7983333	0	1.666666667	72306	None	0	1
6/5/2017	293.9454167	0	3.625	86567	None	0	2
6/6/2017	293.31	0	5.541666667	86732	None	0	3
6/7/2017	295.4381481	0	43.25925926	95308	None	0	4
6/8/2017	296.1870833	0	30.95833333	92427	None	0	5
6/9/2017	296.0295833	0	7.5	90519	None	0	6
6/10/2017	301.2729167	0	20.625	70534	None	0	7
6/11/2017	293.4337838	0	59.43243243	98126	None	0	1
6/12/2017	293.6842105	0	62.65789474	128267	None	0	2
6/13/2017	297.26125	0	37.95833333	88511	None	0	3
6/14/2017	295.769375	0	52.5	97889	None	0	4
6/15/2017	296.3216667	0	13.33333333	91063	None	0	5
6/16/2017	295.418	0	47.16	88644	None	0	6
6/17/2017	293.8688462	0	49.38461538	75249	None	0	7
6/18/2017	291.317931	0	57.20689655	70936	None	0	1
6/19/2017	291.6395	0	44.5	84372	None	0	2
6/20/2017	291.447037	0	41.88888889	98323	None	0	3
6/21/2017	293.25032	0	20.56	95486	None	0	4
6/22/2017	293.0437143	0	62.68571429	149806	None	0	5
6/23/2017	290.9691667	0	40.83333333	94657	None	0	6
6/24/2017	288.3614286	0	48.78571429	88811	None	0	7
6/25/2017	288.1625926	0	66.37037037	75661	None	0	1
6/26/2017	288.4275	0	25	83348	None	0	2
6/27/2017	290.9133333	0	14.16666667	86494	None	0	3
6/28/2017	293.2033333	0	76.64444444	179114	None	0	4
6/29/2017	293.4479167	0	73.66666667	90884	None	0	5
6/30/2017	293.6553125	0	34.75	123907	None	0	6
7/1/2017	292.8584615	0	28.88461538	68223	None	0	7
7/2/2017	295.194	0	11.9	52736	None	0	1
7/3/2017	294.11625	0	10.91666667	69451	None	0	2
7/4/2017	297.0916667	0	20.95833333	51205	Independence Day	1	3
7/5/2017	298.6317857	0	31.10714286	88220	None	0	4
7/6/2017	299.4959259	0	26.7037037	102007	None	0	5
7/7/2017	295.9424	0	21.56	92983	None	0	6
7/8/2017	293.2603704	0	21.03703704	68665	None	0	7
7/9/2017	294.9557143	0	42.85714286	66002	None	0	1
7/10/2017	296.1629167	0	54.58333333	76534	None	0	2
7/11/2017	295.6448148	0	13.11111111	97121	None	0	3
7/12/2017	297.5623077	0	48.73076923	89975	None	0	4
7/13/2017	290.3157143	0	81.85714286	100231	None	0	5
7/14/2017	291.85375	0	56.125	92893	None	0	6
7/15/2017	297.0783333	0	8.125	67582	None	0	7
7/16/2017	296.2770833	0	20.33333333	64138	None	0	1
7/17/2017	297.6582143	0	37.28571429	90116	None	0	2
7/18/2017	295.9336364	0	41.33333333	106965	None	0	3
7/19/2017	292.7302174	0	31.54347826	154315	None	0	4
7/20/2017	296.0378788	0	43.24242424	124102	None	0	5
7/21/2017	295.3316129	0	48.22580645	109154	None	0	6
7/22/2017	298.1436	0	23.12	70264	None	0	7
7/23/2017	294.3629167	0	37.29166667	62700	None	0	1
7/24/2017	292.0966667	0	34.2962963	90631	None	0	2
7/25/2017	295.9121622	0	53.18918919	132476	None	0	3
7/26/2017	296.6653846	0	59.92307692	151877	None	0	4
7/27/2017	296.2970833	0	15.75	93364	None	0	5
7/28/2017	295.6048	0	17.84	98140	None	0	6
7/29/2017	295.3633333	0	10.95833333	69190	None	0	7
7/30/2017	295.6845833	0	26.625	66849	None	0	1
7/31/2017	296.7570833	0	27.75	85409	None	0	2
8/1/2017	296.93875	0	19.83333333	88612	None	0	3
8/2/2017	295.35625	0	38.66666667	89136	None	0	4
8/3/2017	287.6715556	0	89	194089	None	0	5
8/4/2017	290.5972	0	57.88	90531	None	0	6
8/5/2017	291.4203846	0	40.46153846	77364	None	0	7
8/6/2017	291.8273333	0	63.86666667	85369	None	0	1
8/7/2017	290.8826471	0	20.32352941	115565	None	0	2
8/8/2017	294.0683333	0	24.20833333	91563	None	0	3
8/9/2017	291.50275	0	70.8	164198	None	0	4
8/10/2017	291.3414706	0	60.85294118	109677	None	0	5
8/11/2017	291.111	0	31.96666667	113116	None	0	6
8/12/2017	292.2954167	0	27.625	72024	None	0	7
8/13/2017	291.3403333	0	56.9	76685	None	0	1
8/14/2017	291.4535294	0	60.52941176	107051	None	0	2
8/15/2017	290.525	0	28.63888889	134638	None	0	3
8/16/2017	293.9327429	0	73.57142857	134851	None	0	4
8/17/2017	293.012	0	84.11111111	165206	None	0	5
8/18/2017	291.875	0	35.67647059	142453	None	0	6
8/19/2017	291.2402941	0	18.64705882	89254	None	0	7
8/20/2017	295.7376	0	35.68	66348	None	0	1
8/21/2017	293.8109091	0	63.39393939	137111	None	0	2
8/22/2017	292.3695833	0	21.125	90535	None	0	3
8/23/2017	290.91	0	10.75	91508	None	0	4
8/24/2017	290.8228	0	54.28	96582	State Fair	1	5
8/25/2017	290.4984375	0	82.375	122598	None	0	6
8/26/2017	290.4955172	0	87.67241379	159430	None	0	7
8/27/2017	292.0844828	0	82.4137931	75630	None	0	1
8/28/2017	291.6570833	0	61.58333333	89106	None	0	2
8/29/2017	290.8873333	0	21.13333333	116413	None	0	3
8/30/2017	293.9154167	0	24	93245	None	0	4
8/31/2017	289.4916667	0	4.25	97332	None	0	5
9/1/2017	289.4139394	0	41.21212121	114993	None	0	6
9/2/2017	293.1882143	0	57.64285714	74937	None	0	7
9/3/2017	294.1558333	0	12.54166667	66080	None	0	1
9/4/2017	290.6325	0	38.39285714	70719	Labor Day	1	2
9/5/2017	286.5883333	0	45.5	87418	None	0	3
9/6/2017	286.7625	0	52.91666667	89875	None	0	4
9/7/2017	287.02	0	45.48148148	94401	None	0	5
9/8/2017	287.7375	0	8.625	93617	None	0	6
9/9/2017	289.78875	0	17.20833333	68814	None	0	7
9/10/2017	293.2858333	0	58.25	57979	None	0	1
9/11/2017	293.6824	0	14.28	88227	None	0	2
9/12/2017	292.3925	0	23.08333333	128639	None	0	3
9/13/2017	296.1833333	0	22.5	89316	None	0	4
9/14/2017	297.1516667	0	5.666666667	93482	None	0	5
9/15/2017	296.9176	0	28.8	101578	None	0	6
9/16/2017	294.2325806	0	61.03225806	91979	None	0	7
9/17/2017	287.0208333	0	25.25	61542	None	0	1
9/18/2017	286.0469697	0	80.48484848	124689	None	0	2
9/19/2017	292.9084	0	55.76	94728	None	0	3
9/20/2017	293.7212	0	33.72	92595	None	0	4
9/21/2017	291.5742857	0	9.857142857	78039	None	0	5
9/22/2017	299.8925	0	34.57142857	115601	None	0	6
9/23/2017	299.4876	0	35.24	80251	None	0	7
9/24/2017	297.9691667	0	38.91666667	66004	None	0	1
9/25/2017	289.4517073	0	88.04878049	138006	None	0	2
9/26/2017	287.9221622	0	87.18918919	132213	None	0	3
9/27/2017	285.9326087	0	19.2173913	88990	None	0	4
9/28/2017	288.4825	0	52.70833333	91735	None	0	5
9/29/2017	285.6504	0	17.04	101109	None	0	6
9/30/2017	286.5164	0	22.8	84463	None	0	7
10/1/2017	288.0696296	0	81.85185185	74492	None	0	1
10/2/2017	289.9613043	0	85.10869565	144343	None	0	2
10/3/2017	290.3252632	0	72.31578947	115010	None	0	3
10/4/2017	283.63875	0	9.458333333	88855	None	0	4
10/5/2017	285.86	0	80.07407407	107606	None	0	5
10/6/2017	285.2402	0	69.68	201183	None	0	6
10/7/2017	286.6515909	0	73.75	123429	None	0	7
10/8/2017	288.1829167	0	11.5	61765	None	0	1
10/9/2017	282.4195833	0	41.41666667	83919	Columbus Day	1	2
10/10/2017	278.5568	0	13.92	96131	None	0	3
10/11/2017	280.8279167	0	45.75	90079	None	0	4
10/12/2017	286.8903846	0	70.11538462	103002	None	0	5
10/13/2017	284.0238333	0	30.375	97258	None	0	6
10/14/2017	282.5358333	0	69.88888889	127890	None	0	7
10/15/2017	280.8024242	0	75.75757576	73266	None	0	1
10/16/2017	282.8541667	0	10.875	87544	None	0	2
10/17/2017	286.3520833	0	8.625	89431	None	0	3
10/18/2017	287.7158333	0	32	91968	None	0	4
10/19/2017	286.15125	0	24.70833333	90805	None	0	5
10/20/2017	291.035	0	18.375	92342	None	0	6
10/21/2017	289.7391667	0	72.36111111	105330	None	0	7
10/22/2017	285.0045833	0	13.625	65433	None	0	1
10/23/2017	284.38875	0	57.70833333	86036	None	0	2
10/24/2017	280.1454167	0	47.91666667	91832	None	0	3
10/25/2017	280.7783333	0	38.95833333	89855	None	0	4
10/26/2017	278.9347222	0	67.30555556	130688	None	0	5
10/27/2017	274.2393333	0	89.5	223543	None	0	6
10/28/2017	273.2016667	0	61.66666667	76716	None	0	7
10/29/2017	275.7886667	0	69.96666667	75870	None	0	1
10/30/2017	275.3913333	0	85.36666667	114346	None	0	2
10/31/2017	272.26375	0	68.29166667	90272	None	0	3
11/1/2017	273.677	0	80.725	154413	None	0	4
11/2/2017	275.6467742	0	81.93548387	113643	None	0	5
11/3/2017	272.7753125	0	59.8125	124394	None	0	6
11/4/2017	276.4268421	0	89.60526316	119387	None	0	7
11/5/2017	275.7881579	0	89.21052632	66540	None	0	1
11/6/2017	270.2491667	0	48.70833333	83496	None	0	2
11/7/2017	271.77	0	47.70833333	87651	None	0	3
11/8/2017	273.3982609	0	32.69565217	87250	None	0	4
11/9/2017	266.4604348	0	33.95652174	91427	None	0	5
11/10/2017	265.1170833	0	43.79166667	88966	Veterans Day	1	6
11/11/2017	273.1708	0	44.2	73007	None	0	7
11/12/2017	271.2626923	0	21.11538462	64217	None	0	1
11/13/2017	274.21	0	60.27586207	93763	None	0	2
11/14/2017	278.5786957	0	90	166200	None	0	3
11/15/2017	276.4518182	0	88.63636364	95183	None	0	4
11/16/2017	272.1583333	0	83.58333333	93869	None	0	5
11/17/2017	275.7557447	0	80.40425532	214093	None	0	6
11/18/2017	273.107037	0	44.11111111	75995	None	0	7
11/19/2017	270.3329167	0	14.33333333	60910	None	0	1
11/20/2017	276.1458333	0	34.33333333	87035	None	0	2
11/21/2017	270.70375	0	28.875	89517	None	0	3
11/22/2017	267.6583333	0	48.5	87814	None	0	4
11/23/2017	273.9058333	0	14.33333333	49271	Thanksgiving Day	1	5
11/24/2017	282.0469231	0	22.5	75351	None	0	6
11/25/2017	274.3754167	0	13.33333333	66293	None	0	7
11/26/2017	274.945	0	24.54166667	62660	None	0	1
11/27/2017	280.4341667	0	32	84161	None	0	2
11/28/2017	280.5720833	0	13.16666667	87465	None	0	3
11/29/2017	274.4641667	0	24.70833333	91521	None	0	4
11/30/2017	277.2495833	0	12.54166667	92289	None	0	5
12/1/2017	276.0770833	0	35.125	96852	None	0	6
12/2/2017	274.1391667	0	10.91666667	80362	None	0	7
12/3/2017	276.7145833	0	41.5	60588	None	0	1
12/4/2017	281.6561111	0	80.14814815	212895	None	0	2
12/5/2017	266.7709091	0	64.45454545	75953	None	0	3
12/6/2017	265.1571875	0	57.75	117713	None	0	4
12/7/2017	263.7220833	0	42.45833333	86410	None	0	5
12/8/2017	269.9373077	0	80	96941	None	0	6
12/9/2017	267.66875	0	80.45833333	75140	None	0	7
12/10/2017	268.9966667	0	45.54166667	59425	None	0	1
12/11/2017	270.9459459	0	76.13513514	107665	None	0	2
12/12/2017	263.7079167	0	50.33333333	87841	None	0	3
12/13/2017	269.3592308	0	67.84615385	95002	None	0	4
12/14/2017	266.2653846	0	83.5	98219	None	0	5
12/15/2017	269.0675862	0	88.44827586	105424	None	0	6
12/16/2017	270.3596875	0	62.9375	95471	None	0	7
12/17/2017	269.3095238	0	80.64285714	118408	None	0	1
12/18/2017	272.8468966	0	57.48275862	89601	None	0	2
12/19/2017	273.3554167	0	40.91666667	88142	None	0	3
12/20/2017	265.8751852	0	74.59259259	103524	None	0	4
12/21/2017	266.9908333	0	76.125	88172	None	0	5
12/22/2017	266.9425	0	67.20833333	83345	None	0	6
12/23/2017	264.4847826	0	29.17391304	58557	None	0	7
12/24/2017	264.8077778	0	71.37037037	60663	None	0	1
12/25/2017	254.7048148	0	43.11111111	48355	Christmas Day	1	2
12/26/2017	252.5766667	0	3.125	65531	None	0	3
12/27/2017	253.5220833	0	19.16666667	78304	None	0	4
12/28/2017	258.7228261	0	87.60869565	139384	None	0	5
12/29/2017	255.7475862	0	64.68965517	97196	None	0	6
12/30/2017	250.1741667	0	11.75	59402	None	0	7
12/31/2017	249.6091667	0	2.333333333	51843	None	0	1
1/1/2018	250.96625	0	1.833333333	41984	New Years Day	1	2
1/2/2018	257.45	0	50.92857143	94245	None	0	3
1/3/2018	257.1596	0	25.24	82155	None	0	4
1/4/2018	254.1216667	0	40	84846	None	0	5
1/5/2018	251.7579167	0	11.58333333	86855	None	0	6
1/6/2018	254.56375	0	33.75	63919	None	0	7
1/7/2018	267.5983333	0	62.79166667	53696	None	0	1
1/8/2018	271.1025	0	17.20833333	81109	None	0	2
1/9/2018	274.3241667	0	56.79166667	87781	None	0	3
1/10/2018	275.1731111	0	73.26666667	161299	None	0	4
1/11/2018	265.2631111	0	80.82222222	121335	None	0	5
1/12/2018	253.21125	0	3.166666667	82149	None	0	6
1/13/2018	252.2016667	0	2.666666667	63585	None	0	7
1/14/2018	259.8460976	0	75.75609756	96856	None	0	1
1/15/2018	258.8193182	0	85.45454545	114242	Martin Luther King Jr Day	1	2
1/16/2018	256.4292308	0	21.88461538	89723	None	0	3
1/17/2018	262.8291667	0	9.125	80855	None	0	4
1/18/2018	271.7995652	0	31.73913043	86436	None	0	5
1/19/2018	274.4070833	0	44.375	89515	None	0	6
1/20/2018	272.6971429	0	37.10714286	77417	None	0	7
1/21/2018	274.8541667	0	63.875	56688	None	0	1
1/22/2018	272.1697778	0	83.48888889	97724	None	0	2
1/23/2018	267.1395833	0	42.41666667	62574	None	0	3
1/24/2018	266.2696	0	74.56	85354	None	0	4
1/25/2018	269.8232558	0	85.93023256	162557	None	0	5
1/26/2018	275.5651852	0	28.85185185	93925	None	0	6
1/27/2018	270.6008333	0	25.91666667	76086	None	0	7
1/28/2018	264.936	0	75.08	66636	None	0	1
1/29/2018	259.9029167	0	2.958333333	84480	None	0	2
1/30/2018	262.3841667	0	28.95833333	86092	None	0	3
1/31/2018	269.9423333	0	53.96666667	97122	None	0	4
2/1/2018	256.23875	0	11.70833333	88945	None	0	5
2/2/2018	255.86875	0	42.33333333	92177	None	0	6
2/3/2018	263.24025	0	88.75	113970	None	0	7
2/4/2018	255.9903571	0	17.14285714	56380	None	0	1
2/5/2018	257.7296154	0	18.03846154	93213	None	0	2
2/6/2018	255.8579167	0	26.04166667	84006	None	0	3
2/7/2018	258.895	0	47.78125	102652	None	0	4
2/8/2018	259.8951852	0	65.11111111	100274	None	0	5
2/9/2018	258.7004167	0	28.29166667	90607	None	0	6
2/10/2018	257.96375	0	4.041666667	75280	None	0	7
2/11/2018	259.1754167	0	3.458333333	61645	None	0	1
2/12/2018	257.7254167	0	41.20833333	82071	None	0	2
2/13/2018	265.415	0	38.375	89692	None	0	3
2/14/2018	270.5507143	0	1.857142857	96557	None	0	4
2/15/2018	272.5608	0	50	91939	None	0	5
2/16/2018	261.00875	0	18.04166667	89468	None	0	6
2/17/2018	269.6776923	0	34.46153846	76487	None	0	7
2/18/2018	271.2454167	0	51.83333333	57077	None	0	1
2/19/2018	267.3036585	0	85.02439024	109565	Washingtons Birthday	1	2
2/20/2018	265.5552941	0	77.08823529	109235	None	0	3
2/21/2018	260.7154167	0	10.25	86355	None	0	4
2/22/2018	265.6965517	0	64.4137931	98408	None	0	5
2/23/2018	269.8331429	0	61.4	101880	None	0	6
2/24/2018	263.9634483	0	53.37931034	129805	None	0	7
2/25/2018	267.864	0	59.5	55786	None	0	1
2/26/2018	270.4566667	0	5.708333333	82324	None	0	2
2/27/2018	271.1687879	0	41.21212121	127362	None	0	3
2/28/2018	273.24375	0	37.91666667	88461	None	0	4
3/1/2018	272.8070833	0	17.66666667	90445	None	0	5
3/2/2018	269.4592593	0	36.44444444	101508	None	0	6
3/3/2018	277.2141667	0	56.58333333	73836	None	0	7
3/4/2018	276.0488235	0	87.35294118	77080	None	0	1
3/5/2018	273.6538298	0	90	105310	None	0	2
3/6/2018	271.4068571	0	75.97142857	103856	None	0	3
3/7/2018	266.092	0	29.68	89489	None	0	4
3/8/2018	265.85625	0	10.875	92419	None	0	5
3/9/2018	268.0776923	0	24.11538462	105698	None	0	6
3/10/2018	271.6195652	0	84.17391304	76504	None	0	7
3/11/2018	273.64025	0	88.875	81978	None	0	1
3/12/2018	272.4566667	0	4.375	85415	None	0	2
3/13/2018	271.3325	0	7.458333333	88591	None	0	3
3/14/2018	273.3745833	0	3.583333333	88631	None	0	4
3/15/2018	272.8182609	0	2.565217391	89028	None	0	5
3/16/2018	271.8017391	0	17.26086957	91759	None	0	6
3/17/2018	274.1208333	0	2.166666667	77456	None	0	7
3/18/2018	273.6804167	0	60.08333333	61415	None	0	1
3/19/2018	275.4829167	0	77.375	86417	None	0	2
3/20/2018	271.7377778	0	84.68888889	177895	None	0	3
3/21/2018	271.4461538	0	70.92307692	100686	None	0	4
3/22/2018	275.0029167	0	65.54166667	92045	None	0	5
3/23/2018	273.7775	0	44.16666667	94585	None	0	6
3/24/2018	274.5677778	0	28.83333333	72586	None	0	7
3/25/2018	274.89875	0	47.83333333	61281	None	0	1
3/26/2018	274.4706977	0	88.53488372	141169	None	0	2
3/27/2018	275.4642424	0	65.84848485	107993	None	0	3
3/28/2018	277.2430769	0	36.23076923	99287	None	0	4
3/29/2018	272.5904348	0	7.52173913	93059	None	0	5
3/30/2018	272.8912	0	55.92	94239	None	0	6
3/31/2018	270.3102703	0	62.40540541	74337	None	0	7
4/1/2018	266.2770833	0	5.25	58294	None	0	1
4/2/2018	270.446875	0	64.78125	113962	None	0	2
4/3/2018	270.9811321	0	90	157923	None	0	3
4/4/2018	266.6907407	0	27.59259259	83742	None	0	4
4/5/2018	268.2724	0	26	98331	None	0	5
4/6/2018	266.245	0	20.84615385	101819	None	0	6
4/7/2018	266.9375	0	7.5	76916	None	0	7
4/8/2018	269.1232353	0	57.70588235	81721	None	0	1
4/9/2018	271.1633333	0	66.66666667	110803	None	0	2
4/10/2018	274.2554167	0	73.54166667	88410	None	0	3
4/11/2018	276.0173103	0	53.65517241	100889	None	0	4
4/12/2018	278.1752	0	56.84	93676	None	0	5
4/13/2018	275.4541667	0	77.79166667	169506	None	0	6
4/14/2018	270.4163235	0	90.05882353	82048	None	0	7
4/15/2018	269.3893333	0	90	68343	None	0	1
4/16/2018	271.1766667	0	80.03703704	78004	None	0	2
4/17/2018	274.2254167	0	13.04166667	90755	None	0	3
4/18/2018	274.9888889	0	62.51851852	108298	None	0	4
4/19/2018	276.4704167	0	13.625	93308	None	0	5
4/20/2018	276.9629167	0	29.375	95736	None	0	6
4/21/2018	279.9141667	0	17.08333333	77498	None	0	7
4/22/2018	281.8358333	0	9.166666667	64705	None	0	1
4/23/2018	284.1679167	0	4.083333333	87174	None	0	2
4/24/2018	283.43875	0	30.83333333	89266	None	0	3
4/25/2018	281.0225	0	9.458333333	89395	None	0	4
4/26/2018	284.0541667	0	10.83333333	93331	None	0	5
4/27/2018	282.8779167	0	32.45833333	96921	None	0	6
4/28/2018	280.5716667	0	32.20833333	77380	None	0	7
4/29/2018	285.21	0	1.833333333	63544	None	0	1
4/30/2018	290.9357143	0	25.89285714	100286	None	0	2
5/1/2018	291.6064	0	43.56	88857	None	0	3
5/2/2018	286.5542121	0	52.48484848	94198	None	0	4
5/3/2018	289.43076	0	33.68	93975	None	0	5
5/4/2018	291.6104167	0	14.125	95393	None	0	6
5/5/2018	292.5574074	0	27.7037037	81836	None	0	7
5/6/2018	290.2604	0	16.24	59656	None	0	1
5/7/2018	294.7220417	0	18.45833333	85860	None	0	2
5/8/2018	291.660625	0	39.71875	114509	None	0	3
5/9/2018	287.7741471	0	66.52941176	130327	None	0	4
5/10/2018	284.650125	0	38.33333333	93174	None	0	5
5/11/2018	282.9364286	0	58.21428571	111709	None	0	6
5/12/2018	285.0826923	0	47.26923077	75514	None	0	7
5/13/2018	286.86375	0	26.16666667	58399	None	0	1
5/14/2018	290.18	0	57.79411765	117665	None	0	2
5/15/2018	289.6075758	0	10.18181818	99846	None	0	3
5/16/2018	294.12875	0	11.375	91859	None	0	4
5/17/2018	294.85375	0	26.95833333	92573	None	0	5
5/18/2018	294.7456	0	25	96383	None	0	6
5/19/2018	288.2415385	0	68.42307692	73947	None	0	7
5/20/2018	287.1233333	0	22.41666667	55976	None	0	1
5/21/2018	289.1542308	0	72.03846154	95307	None	0	2
5/22/2018	290.8326923	0	61.23076923	97202	None	0	3
5/23/2018	294.2916	0	41.76	96333	None	0	4
5/24/2018	298.0056667	0	38.33333333	103472	None	0	5
5/25/2018	296.2169697	0	45.3030303	106077	None	0	6
5/26/2018	298.7775	0	4.916666667	61617	None	0	7
5/27/2018	298.4277917	0	26.58333333	57775	None	0	1
5/28/2018	301.0793929	0	38.85714286	63097	Memorial Day	1	2
5/29/2018	296.8637838	0	53.2972973	122502	None	0	3
5/30/2018	293.8452778	0	67.30555556	129985	None	0	4
5/31/2018	293.9790244	0	41.82926829	144306	None	0	5
6/1/2018	294.2608333	0	41.33333333	94900	None	0	6
6/2/2018	289.805	0	71.11111111	124804	None	0	7
6/3/2018	289.4791667	0	52.83333333	64723	None	0	1
6/4/2018	293.63125	0	17.41666667	87171	None	0	2
6/5/2018	294.1395833	0	9.083333333	90467	None	0	3
6/6/2018	293.2253571	0	46.60714286	112832	None	0	4
6/7/2018	293.1512	0	38.48	96912	None	0	5
6/8/2018	293.0622581	0	63.51612903	121035	None	0	6
6/9/2018	293.2639535	0	70.95348837	139720	None	0	7
6/10/2018	293.90875	0	58.95833333	54535	None	0	1
6/11/2018	292.9721429	0	74.21428571	101029	None	0	2
6/12/2018	294.8164	0	66.4	89468	None	0	3
6/13/2018	293.6641667	0	9.791666667	89348	None	0	4
6/14/2018	295.2995833	0	39.95833333	91149	None	0	5
6/15/2018	299.3303846	0	37.80769231	101480	None	0	6
6/16/2018	297.5694444	0	50.77777778	106207	None	0	7
6/17/2018	300.2382353	0	45.29411765	82900	None	0	1
6/18/2018	294.8402326	0	81.04651163	139645	None	0	2
6/19/2018	291.7245455	0	87.36363636	215746	None	0	3
6/20/2018	294.4780769	0	76.96153846	95265	None	0	4
6/21/2018	294.3568	0	31.36	98012	None	0	5
6/22/2018	294.33875	0	19.5	93684	None	0	6
6/23/2018	293.7217241	0	24.96551724	80673	None	0	7
6/24/2018	294.8710714	0	37.96428571	74946	None	0	1
6/25/2018	295.6651852	0	37.88888889	95373	None	0	2
6/26/2018	292.9863158	0	79.78947368	120558	None	0	3
6/27/2018	295.04125	0	63.91666667	90191	None	0	4
6/28/2018	297.0046154	0	15.07692308	98953	None	0	5
6/29/2018	302.5875	0	19.83333333	90578	None	0	6
6/30/2018	300.9944	0	52.28	68313	None	0	7
7/1/2018	293.8186486	0	62.59459459	89575	None	0	1
7/2/2018	297.0195833	0	17.54166667	81708	None	0	2
7/3/2018	296.7089655	0	40.82758621	105211	None	0	3
7/4/2018	297.4373333	0	36.16666667	61798	Independence Day	1	4
7/5/2018	297.0212	0	18.48	78366	None	0	5
7/6/2018	294.5945833	0	15.79166667	79773	None	0	6
7/7/2018	296.475	0	2.333333333	64126	None	0	7
7/8/2018	298.8416667	0	9.833333333	61382	None	0	1
7/9/2018	299.0053846	0	35.26923077	87760	None	0	2
7/10/2018	295.7732	0	31.8	91841	None	0	3
7/11/2018	298.85875	0	42.875	88173	None	0	4
7/12/2018	298.9476471	0	51.17647059	118448	None	0	5
7/13/2018	296.0204545	0	53.04545455	154146	None	0	6
7/14/2018	296.2385294	0	27.20588235	80547	None	0	7
7/15/2018	297.7246154	0	29.92307692	61182	None	0	1
7/16/2018	296.3854167	0	11.875	83653	None	0	2
7/17/2018	294.8416667	0	20.33333333	86574	None	0	3
7/18/2018	294.86375	0	39.625	89080	None	0	4
7/19/2018	293.555	0	64.44444444	138944	None	0	5
7/20/2018	292.9237778	0	84.55555556	156288	None	0	6
7/21/2018	295.0295833	0	31	71905	None	0	7
7/22/2018	294.6875	0	31.58333333	63928	None	0	1
7/23/2018	294.4036667	0	27.66666667	100277	None	0	2
7/24/2018	295.8691667	0	7.083333333	87191	None	0	3
7/25/2018	294.6081481	0	46.03703704	107522	None	0	4
7/26/2018	291.0465385	0	56.42307692	100724	None	0	5
7/27/2018	292.3154167	0	20	88640	None	0	6
7/28/2018	292.3292	0	27.28	66979	None	0	7
7/29/2018	293.7416667	0	28.73333333	83062	None	0	1
7/30/2018	294.1504	0	14.04	88953	None	0	2
7/31/2018	295.6158333	0	13.125	85180	None	0	3
8/1/2018	293.1851724	0	77.5862069	112784	None	0	4
8/2/2018	289.9425	0	62.66666667	88355	None	0	5
8/3/2018	293.7609375	0	42.46875	113391	None	0	6
8/4/2018	295.449697	0	55.60606061	93493	None	0	7
8/5/2018	297.4053846	0	29.65384615	65325	None	0	1
8/6/2018	294.723871	0	39.35483871	110479	None	0	2
8/7/2018	294.6264643	0	40	103898	None	0	3
8/8/2018	296.3238462	0	11.46153846	91730	None	0	4
8/9/2018	296.8083871	0	26.77419355	111274	None	0	5
8/10/2018	296.5972	0	7.2	91443	None	0	6
8/11/2018	295.8272414	0	8.103448276	74793	None	0	7
8/12/2018	296.1925806	0	3.419354839	69637	None	0	1
8/13/2018	299.21375	0	4.041666667	83381	None	0	2
8/14/2018	298.4658333	0	47.95833333	89523	None	0	3
8/15/2018	296.83125	0	21.375	86929	None	0	4
